Entity,Day,total_boosters_per_hundred
Argentina,2021/8/30,0
Argentina,2021/8/31,0
Argentina,2021/9/1,0
Argentina,2021/9/2,0
Argentina,2021/9/3,0
Argentina,2021/9/4,0
Argentina,2021/9/5,0
Argentina,2021/9/6,0
Argentina,2021/9/7,0
Argentina,2021/9/8,0
Argentina,2021/9/9,0
Argentina,2021/9/10,0
Argentina,2021/9/11,0
Argentina,2021/9/12,0
Argentina,2021/9/13,0
Argentina,2021/9/14,0
Argentina,2021/9/15,0
Argentina,2021/9/16,0
Argentina,2021/9/17,0
Argentina,2021/9/18,0
Argentina,2021/9/19,0
Argentina,2021/9/20,0
Argentina,2021/9/21,0
Argentina,2021/9/22,0
Argentina,2021/9/23,0
Argentina,2021/9/24,0
Argentina,2021/9/25,0
Argentina,2021/9/26,0
Argentina,2021/9/27,0.01
Argentina,2021/9/28,0.01
Argentina,2021/9/29,0.01
Argentina,2021/9/30,0.01
Argentina,2021/10/1,0.01
Argentina,2021/10/2,0.01
Argentina,2021/10/3,0.01
Argentina,2021/10/4,0.01
Argentina,2021/10/5,0.01
Argentina,2021/10/6,0.01
Argentina,2021/10/7,0.01
Argentina,2021/10/8,0.01
Argentina,2021/10/9,0.01
Argentina,2021/10/10,0.01
Argentina,2021/10/11,0.01
Argentina,2021/10/12,0.01
Argentina,2021/10/13,0.01
Argentina,2021/10/14,0.01
Argentina,2021/10/15,0.01
Argentina,2021/10/16,0.01
Argentina,2021/10/17,0.01
Argentina,2021/10/18,0.01
Argentina,2021/10/19,0.01
Argentina,2021/10/20,0.01
Argentina,2021/10/21,0.01
Argentina,2021/10/22,0.01
Argentina,2021/10/23,0.01
Argentina,2021/10/24,0.01
Argentina,2021/10/25,0.01
Argentina,2021/10/26,0.01
Argentina,2021/10/27,0.01
Argentina,2021/10/28,0.03
Argentina,2021/10/29,0.09
Argentina,2021/10/30,0.12
Argentina,2021/10/31,0.14
Argentina,2021/11/1,0.22
Argentina,2021/11/2,0.33
Argentina,2021/11/3,0.44
Argentina,2021/11/4,0.52
Argentina,2021/11/5,0.64
Argentina,2021/11/6,0.7
Argentina,2021/11/7,0.73
Argentina,2021/11/8,0.83
Argentina,2021/11/9,0.97
Argentina,2021/11/10,1.31
Argentina,2021/11/11,1.69
Argentina,2021/11/12,2.03
Argentina,2021/11/13,2.23
Argentina,2021/11/14,2.23
Argentina,2021/11/15,2.42
Argentina,2021/11/16,2.61
Argentina,2021/11/17,2.81
Argentina,2021/11/18,3
Argentina,2021/11/19,3.19
Argentina,2021/11/20,3.3
Argentina,2021/11/21,3.35
Argentina,2021/11/22,3.41
Argentina,2021/11/23,3.59
Argentina,2021/11/24,3.79
Argentina,2021/11/25,3.99
Argentina,2021/11/26,4.21
Argentina,2021/11/27,4.32
Argentina,2021/11/28,4.37
Argentina,2021/11/29,4.62
Argentina,2021/11/30,4.9
Argentina,2021/12/1,5.26
Argentina,2021/12/2,5.59
Argentina,2021/12/3,5.83
Argentina,2021/12/4,5.98
Argentina,2021/12/5,6.05
Argentina,2021/12/6,6.26
Argentina,2021/12/7,6.48
Argentina,2021/12/8,6.6
Argentina,2021/12/9,6.87
Argentina,2021/12/10,7.16
Argentina,2021/12/11,7.3
Argentina,2021/12/12,7.41
Argentina,2021/12/13,7.74
Argentina,2021/12/14,8.07
Argentina,2021/12/15,8.52
Argentina,2021/12/16,8.95
Argentina,2021/12/17,9.35
Argentina,2021/12/18,9.53
Argentina,2021/12/19,9.64
Argentina,2021/12/20,10.06
Argentina,2021/12/21,10.44
Argentina,2021/12/22,10.77
Argentina,2021/12/23,11.02
Argentina,2021/12/24,11.03
Argentina,2021/12/25,11.04
Argentina,2021/12/26,11.09
Argentina,2021/12/27,11.58
Argentina,2021/12/28,12.29
Argentina,2021/12/29,12.96
Argentina,2021/12/30,13.54
Argentina,2021/12/31,13.58
Argentina,2022/1/1,13.59
Argentina,2022/1/2,13.74
Argentina,2022/1/3,14.45
Argentina,2022/1/4,15.24
Argentina,2022/1/5,16
Argentina,2022/1/6,16.74
Argentina,2022/1/7,17.54
Argentina,2022/1/8,17.94
Argentina,2022/1/9,18.19
Argentina,2022/1/10,18.95
Argentina,2022/1/11,19.7
Argentina,2022/1/12,20.47
Argentina,2022/1/13,21.18
Argentina,2022/1/14,21.84
Argentina,2022/1/15,22.15
Argentina,2022/1/16,22.38
Argentina,2022/1/17,23.04
Argentina,2022/1/18,23.68
Argentina,2022/1/19,24.29
Argentina,2022/1/20,24.89
Argentina,2022/1/21,25.48
Argentina,2022/1/22,25.77
Argentina,2022/1/23,25.98
Argentina,2022/1/24,26.54
Argentina,2022/1/25,27.08
Argentina,2022/1/26,27.61
Argentina,2022/1/27,28.14
Argentina,2022/1/28,28.67
Argentina,2022/1/29,28.92
Argentina,2022/1/30,29.08
Argentina,2022/1/31,29.64
Argentina,2022/2/1,30.18
Argentina,2022/2/2,30.68
Argentina,2022/2/3,31.1
Argentina,2022/2/4,31.61
Argentina,2022/2/5,31.83
Argentina,2022/2/6,31.99
Argentina,2022/2/7,32.41
Argentina,2022/2/8,32.81
Argentina,2022/2/9,33.28
Argentina,2022/2/10,33.68
Argentina,2022/2/11,34.04
Argentina,2022/2/12,34.24
Argentina,2022/2/13,34.37
Argentina,2022/2/14,34.71
Argentina,2022/2/15,35.03
Argentina,2022/2/16,35.34
Argentina,2022/2/17,35.64
Argentina,2022/2/18,35.95
Argentina,2022/2/19,36.09
Argentina,2022/2/20,36.19
Argentina,2022/2/21,36.48
Argentina,2022/2/22,36.76
Argentina,2022/2/23,37.06
Argentina,2022/2/24,37.3
Argentina,2022/2/25,37.6
Argentina,2022/2/26,37.71
Argentina,2022/2/27,37.77
Argentina,2022/2/28,37.84
Argentina,2022/3/1,37.91
Argentina,2022/3/2,38.11
Argentina,2022/3/3,38.3
Argentina,2022/3/4,38.49
Argentina,2022/3/5,38.59
Argentina,2022/3/6,38.69
Argentina,2022/3/7,38.95
Argentina,2022/3/8,39.13
Argentina,2022/3/9,39.33
Argentina,2022/3/10,39.52
Argentina,2022/3/11,39.73
Argentina,2022/3/12,39.83
Argentina,2022/3/13,39.88
Argentina,2022/3/14,40.05
Argentina,2022/3/15,40.26
Argentina,2022/3/16,40.47
Argentina,2022/3/17,40.66
Argentina,2022/3/18,40.88
Argentina,2022/3/19,41
Argentina,2022/3/20,41.06
Argentina,2022/3/21,41.27
Argentina,2022/3/22,41.46
Argentina,2022/3/23,41.67
Argentina,2022/3/24,41.71
Argentina,2022/3/25,41.91
Argentina,2022/3/26,42
Argentina,2022/3/27,42.04
Argentina,2022/3/28,42.23
Argentina,2022/3/29,42.4
Argentina,2022/3/30,42.57
Argentina,2022/3/31,42.74
Argentina,2022/4/1,42.9
Argentina,2022/4/2,42.94
Argentina,2022/4/3,42.97
Argentina,2022/4/4,43.1
Argentina,2022/4/5,43.23
Argentina,2022/4/6,43.36
Argentina,2022/4/7,43.47
Argentina,2022/4/8,43.61
Argentina,2022/4/9,43.66
Argentina,2022/4/10,43.68
Argentina,2022/4/11,43.8
Argentina,2022/4/12,43.93
Argentina,2022/4/13,44.06
Argentina,2022/4/14,44.1
Argentina,2022/4/15,44.13
Argentina,2022/4/16,44.17
Argentina,2022/4/17,44.18
Argentina,2022/4/18,44.36
Argentina,2022/4/19,44.55
Argentina,2022/4/20,44.77
Argentina,2022/4/21,44.99
Argentina,2022/4/22,45.21
Argentina,2022/4/23,45.3
Argentina,2022/4/24,45.33
Argentina,2022/4/25,45.56
Argentina,2022/4/26,45.78
Argentina,2022/4/27,46.01
Argentina,2022/4/28,46.27
Argentina,2022/4/29,46.53
Argentina,2022/4/30,46.63
Argentina,2022/5/1,46.63
Argentina,2022/5/2,46.85
Argentina,2022/5/3,47.11
Argentina,2022/5/4,47.37
Argentina,2022/5/5,47.66
Argentina,2022/5/6,47.96
Argentina,2022/5/7,48.07
Argentina,2022/5/8,48.13
Argentina,2022/5/9,48.45
Argentina,2022/5/10,48.82
Argentina,2022/5/11,49.15
Argentina,2022/5/12,49.49
Argentina,2022/5/13,49.92
Argentina,2022/5/14,50.1
Argentina,2022/5/15,50.19
Argentina,2022/5/16,50.56
Argentina,2022/5/17,50.99
Argentina,2022/5/18,51
Argentina,2022/5/19,51.41
Argentina,2022/5/20,51.85
Argentina,2022/5/21,52.09
Argentina,2022/5/22,52.2
Argentina,2022/5/23,52.67
Argentina,2022/5/24,53.11
Argentina,2022/5/25,53.18
Argentina,2022/5/26,53.63
Argentina,2022/5/27,54.11
Argentina,2022/5/28,54.35
Argentina,2022/5/29,54.48
Argentina,2022/5/30,54.9
Argentina,2022/5/31,55.3
Argentina,2022/6/1,55.64
Argentina,2022/6/2,55.98
Argentina,2022/6/3,56.35
Argentina,2022/6/4,56.44
Argentina,2022/6/5,56.48
Argentina,2022/6/6,56.78
Argentina,2022/6/7,57.07
Argentina,2022/6/8,57.37
Argentina,2022/6/9,57.66
Argentina,2022/6/10,57.98
Argentina,2022/6/11,58.07
Argentina,2022/6/12,58.1
Argentina,2022/6/13,58.39
Argentina,2022/6/14,58.69
Argentina,2022/6/15,58.99
Argentina,2022/6/16,59.31
Argentina,2022/6/17,59.36
Argentina,2022/6/18,59.42
Argentina,2022/6/19,59.42
Argentina,2022/6/20,59.46
Argentina,2022/6/21,59.71
Argentina,2022/6/22,59.94
Argentina,2022/6/23,60.17
Argentina,2022/6/24,60.41
Argentina,2022/6/25,60.48
Argentina,2022/6/26,60.51
Argentina,2022/6/27,60.65
Argentina,2022/6/28,60.86
Argentina,2022/6/29,61.07
Argentina,2022/6/30,61.28
Argentina,2022/7/1,61.49
Argentina,2022/7/2,61.55
Argentina,2022/7/3,61.58
Argentina,2022/7/4,61.77
Argentina,2022/7/5,61.96
Argentina,2022/7/6,62.15
Argentina,2022/7/7,62.34
Argentina,2022/7/8,62.54
Argentina,2022/7/9,62.58
Argentina,2022/7/10,62.61
Argentina,2022/7/11,62.77
Argentina,2022/7/12,62.94
Argentina,2022/7/13,63.11
Argentina,2022/7/14,63.27
Argentina,2022/7/15,63.41
Argentina,2022/7/16,63.45
Argentina,2022/7/17,63.47
Argentina,2022/7/18,63.6
Argentina,2022/7/19,63.76
Argentina,2022/7/20,63.89
Argentina,2022/7/21,64.03
Argentina,2022/7/22,64.18
Argentina,2022/7/23,64.21
Argentina,2022/7/24,64.22
Argentina,2022/7/25,64.33
Argentina,2022/7/26,64.47
Argentina,2022/7/27,64.59
Argentina,2022/7/28,64.73
Argentina,2022/7/29,64.88
Argentina,2022/7/30,64.92
Argentina,2022/7/31,64.93
Argentina,2022/8/1,65.03
Argentina,2022/8/2,65.12
Argentina,2022/8/3,65.22
Argentina,2022/8/4,65.3
Argentina,2022/8/5,65.41
Argentina,2022/8/6,65.43
Argentina,2022/8/7,65.44
Argentina,2022/8/8,65.54
Argentina,2022/8/9,65.64
Argentina,2022/8/10,65.74
Argentina,2022/8/11,65.83
Argentina,2022/8/12,65.94
Argentina,2022/8/13,65.97
Argentina,2022/8/14,65.98
Argentina,2022/8/15,65.99
Argentina,2022/8/16,66.07
Argentina,2022/8/17,66.16
Argentina,2022/8/18,66.25
Argentina,2022/8/19,66.34
Argentina,2022/8/20,66.36
Argentina,2022/8/21,66.37
Argentina,2022/8/22,66.45
Argentina,2022/8/23,66.53
Argentina,2022/8/24,66.62
Argentina,2022/8/25,66.69
Argentina,2022/8/26,66.77
Argentina,2022/8/27,66.79
Argentina,2022/8/28,66.79
Argentina,2022/8/29,66.86
Argentina,2022/8/30,66.92
Argentina,2022/8/31,66.98
Argentina,2022/9/1,67.03
Argentina,2022/9/2,67.04
Argentina,2022/9/3,67.06
Argentina,2022/9/4,67.06
Argentina,2022/9/5,67.12
Argentina,2022/9/6,67.18
Argentina,2022/9/7,67.23
Argentina,2022/9/8,67.29
Argentina,2022/9/9,67.34
Argentina,2022/9/10,67.35
Argentina,2022/9/11,67.36
Argentina,2022/9/12,67.41
Argentina,2022/9/13,67.45
Argentina,2022/9/14,67.5
Argentina,2022/9/15,67.55
Argentina,2022/9/16,67.6
Argentina,2022/9/17,67.61
Argentina,2022/9/18,67.61
Argentina,2022/9/19,67.65
Argentina,2022/9/20,67.69
Argentina,2022/9/21,67.72
Argentina,2022/9/22,67.77
Argentina,2022/9/23,67.81
Argentina,2022/9/24,67.82
Argentina,2022/9/25,67.82
Argentina,2022/9/26,67.86
Argentina,2022/9/27,67.9
Argentina,2022/9/28,67.93
Argentina,2022/9/29,67.96
Argentina,2022/9/30,68
Argentina,2022/10/1,68
Argentina,2022/10/2,68.01
Argentina,2022/10/3,68.03
Argentina,2022/10/4,68.06
Argentina,2022/10/5,68.09
Argentina,2022/10/6,68.12
Argentina,2022/10/7,68.13
Argentina,2022/10/8,68.13
Argentina,2022/10/9,68.13
Argentina,2022/10/10,68.13
Argentina,2022/10/11,68.16
Argentina,2022/10/12,68.18
Argentina,2022/10/13,68.21
Argentina,2022/10/14,68.23
Argentina,2022/10/15,68.24
Argentina,2022/10/16,68.24
Argentina,2022/10/17,68.26
Argentina,2022/10/18,68.28
Argentina,2022/10/19,68.3
Argentina,2022/10/20,68.33
Argentina,2022/10/21,68.36
Argentina,2022/10/22,68.36
Argentina,2022/10/23,68.36
Argentina,2022/10/24,68.39
Argentina,2022/10/25,68.41
Argentina,2022/10/26,68.43
Argentina,2022/10/27,68.45
Argentina,2022/10/28,68.47
Argentina,2022/10/29,68.48
Argentina,2022/10/30,68.48
Argentina,2022/10/31,68.5
Argentina,2022/11/1,68.52
Argentina,2022/11/2,68.55
Argentina,2022/11/3,68.59
Argentina,2022/11/4,68.64
Argentina,2022/11/5,68.65
Argentina,2022/11/6,68.66
Argentina,2022/11/7,68.7
Argentina,2022/11/8,68.75
Argentina,2022/11/9,68.81
Argentina,2022/11/10,68.86
Argentina,2022/11/11,68.91
Argentina,2022/11/12,68.92
Argentina,2022/11/13,68.92
Argentina,2022/11/14,68.98
Argentina,2022/11/15,69.03
Argentina,2022/11/16,69.08
Argentina,2022/11/17,69.13
Argentina,2022/11/18,69.18
Argentina,2022/11/19,69.19
Argentina,2022/11/20,69.19
Argentina,2022/11/21,69.19
Argentina,2022/11/22,69.23
Argentina,2022/11/23,69.28
Argentina,2022/11/24,69.33
Argentina,2022/11/25,69.4
Argentina,2022/11/26,69.41
Argentina,2022/11/27,69.41
Argentina,2022/11/28,69.5
Argentina,2022/11/29,69.62
Argentina,2022/11/30,69.77
Argentina,2022/12/1,69.93
Argentina,2022/12/2,70.11
Argentina,2022/12/3,70.14
Argentina,2022/12/4,70.16
Argentina,2022/12/5,70.38
Argentina,2022/12/6,70.65
Argentina,2022/12/7,70.91
Argentina,2022/12/8,70.95
Argentina,2022/12/9,70.98
Argentina,2022/12/10,71.04
Argentina,2022/12/11,71.04
Argentina,2022/12/12,71.32
Argentina,2022/12/13,71.59
Argentina,2022/12/14,71.87
Argentina,2022/12/15,72.15
Argentina,2022/12/16,72.44
Argentina,2022/12/17,72.5
Argentina,2022/12/18,72.51
Argentina,2022/12/19,72.73
Argentina,2022/12/20,72.81
Argentina,2022/12/21,73.05
Argentina,2022/12/22,73.26
Argentina,2022/12/23,73.32
Argentina,2022/12/24,73.33
Argentina,2022/12/25,73.33
Argentina,2022/12/26,73.56
Argentina,2022/12/27,73.85
Argentina,2022/12/28,74.12
Argentina,2022/12/29,74.33
Argentina,2022/12/30,74.38
Argentina,2022/12/31,74.38
Argentina,2023/1/1,74.38
Argentina,2023/1/2,74.58
Argentina,2023/1/3,74.8
Argentina,2023/1/4,75.05
Argentina,2023/1/5,75.27
Argentina,2023/1/6,75.49
Argentina,2023/1/7,75.52
Argentina,2023/1/8,75.53
Argentina,2023/1/9,75.72
Argentina,2023/1/10,75.9
Argentina,2023/1/11,76.08
Argentina,2023/1/12,76.25
Argentina,2023/1/13,76.42
Argentina,2023/1/14,76.46
Argentina,2023/1/15,76.47
Argentina,2023/1/16,76.6
Argentina,2023/1/17,76.71
Argentina,2023/1/18,76.82
Argentina,2023/1/19,76.91
Argentina,2023/1/20,77.01
Argentina,2023/1/21,77.03
Argentina,2023/1/22,77.04
Argentina,2023/1/23,77.12
Argentina,2023/1/24,77.2
Argentina,2023/1/25,77.29
Argentina,2023/1/26,77.37
Argentina,2023/1/27,77.45
Argentina,2023/1/28,77.47
Argentina,2023/1/29,77.48
Argentina,2023/1/30,77.55
Argentina,2023/1/31,77.61
Argentina,2023/2/1,77.68
Argentina,2023/2/2,77.74
Argentina,2023/2/3,77.81
Argentina,2023/2/4,77.83
Argentina,2023/2/5,77.84
Argentina,2023/2/6,77.89
Argentina,2023/2/7,77.95
Argentina,2023/2/8,78.01
Argentina,2023/2/9,78.07
Argentina,2023/2/10,78.13
Argentina,2023/2/11,78.15
Argentina,2023/2/12,78.15
Argentina,2023/2/13,78.2
Argentina,2023/2/14,78.25
Argentina,2023/2/15,78.3
Argentina,2023/2/16,78.35
Argentina,2023/2/17,78.4
Argentina,2023/2/18,78.41
Argentina,2023/2/19,78.42
Argentina,2023/2/20,78.42
Argentina,2023/2/21,78.42
Argentina,2023/2/22,78.47
Argentina,2023/2/23,78.52
Argentina,2023/2/24,78.57
Argentina,2023/2/25,78.58
Argentina,2023/2/26,78.59
Argentina,2023/2/27,78.63
Argentina,2023/2/28,78.67
Argentina,2023/3/1,78.7
Argentina,2023/3/2,78.72
Argentina,2023/3/3,78.75
Argentina,2023/3/4,78.76
Argentina,2023/3/5,78.76
Argentina,2023/3/6,78.79
Argentina,2023/3/7,78.81
Argentina,2023/3/8,78.83
Argentina,2023/3/9,78.85
Argentina,2023/3/10,78.88
Argentina,2023/3/11,78.89
Argentina,2023/3/12,78.89
Argentina,2023/3/13,78.9
Argentina,2023/3/14,78.92
Argentina,2023/3/15,78.94
Argentina,2023/3/16,78.96
Argentina,2023/3/17,78.99
Argentina,2023/3/18,78.99
Argentina,2023/3/19,78.99
Argentina,2023/3/20,79.01
Argentina,2023/3/21,79.03
Argentina,2023/3/22,79.05
Argentina,2023/3/23,79.07
Argentina,2023/3/24,79.08
Argentina,2023/3/25,79.08
Argentina,2023/3/26,79.08
Armenia,2021/12/26,0.02
Armenia,2022/1/2,0.03
Armenia,2022/1/9,0.04
Armenia,2022/1/17,0.1
Armenia,2022/1/23,0.2
Armenia,2022/1/30,0.32
Armenia,2022/2/6,0.45
Armenia,2022/2/20,0.68
Armenia,2022/3/13,1.12
Armenia,2022/3/20,1.22
Armenia,2022/4/3,1.43
Armenia,2022/4/17,1.46
Armenia,2022/5/15,1.46
Armenia,2022/5/22,1.46
Armenia,2023/3/5,1.5
Asia,2021/2/26,0
Asia,2021/2/27,0
Asia,2021/2/28,0
Asia,2021/3/1,0
Asia,2021/3/2,0
Asia,2021/3/3,0
Asia,2021/3/4,0
Asia,2021/3/5,0
Asia,2021/3/6,0
Asia,2021/3/7,0
Asia,2021/3/8,0
Asia,2021/3/9,0
Asia,2021/3/10,0
Asia,2021/3/11,0
Asia,2021/3/12,0
Asia,2021/3/13,0
Asia,2021/3/14,0
Asia,2021/3/15,0
Asia,2021/3/16,0
Asia,2021/3/17,0
Asia,2021/3/18,0
Asia,2021/3/19,0
Asia,2021/3/20,0
Asia,2021/3/21,0
Asia,2021/3/22,0
Asia,2021/3/23,0
Asia,2021/3/24,0
Asia,2021/3/25,0
Asia,2021/3/26,0
Asia,2021/3/27,0
Asia,2021/3/28,0
Asia,2021/3/29,0
Asia,2021/3/30,0
Asia,2021/3/31,0
Asia,2021/4/1,0
Asia,2021/4/2,0
Asia,2021/4/3,0
Asia,2021/4/4,0
Asia,2021/4/5,0
Asia,2021/4/6,0
Asia,2021/4/7,0
Asia,2021/4/8,0
Asia,2021/4/9,0
Asia,2021/4/10,0
Asia,2021/4/11,0
Asia,2021/4/12,0
Asia,2021/4/13,0
Asia,2021/4/14,0
Asia,2021/4/15,0
Asia,2021/4/16,0
Asia,2021/4/17,0
Asia,2021/4/18,0
Asia,2021/4/19,0
Asia,2021/4/20,0
Asia,2021/4/21,0
Asia,2021/4/22,0
Asia,2021/4/23,0
Asia,2021/4/24,0
Asia,2021/4/25,0
Asia,2021/4/26,0
Asia,2021/4/27,0
Asia,2021/4/28,0
Asia,2021/4/29,0
Asia,2021/4/30,0
Asia,2021/5/1,0
Asia,2021/5/2,0
Asia,2021/5/3,0
Asia,2021/5/4,0
Asia,2021/5/5,0
Asia,2021/5/6,0
Asia,2021/5/7,0
Asia,2021/5/8,0
Asia,2021/5/9,0
Asia,2021/5/10,0
Asia,2021/5/11,0
Asia,2021/5/12,0
Asia,2021/5/13,0
Asia,2021/5/14,0
Asia,2021/5/15,0
Asia,2021/5/16,0
Asia,2021/5/17,0
Asia,2021/5/18,0
Asia,2021/5/19,0
Asia,2021/5/20,0
Asia,2021/5/21,0
Asia,2021/5/22,0
Asia,2021/5/23,0
Asia,2021/5/24,0
Asia,2021/5/25,0
Asia,2021/5/26,0
Asia,2021/5/27,0
Asia,2021/5/28,0
Asia,2021/5/29,0
Asia,2021/5/30,0
Asia,2021/5/31,0
Asia,2021/6/1,0
Asia,2021/6/2,0
Asia,2021/6/3,0
Asia,2021/6/4,0
Asia,2021/6/5,0
Asia,2021/6/6,0
Asia,2021/6/7,0
Asia,2021/6/8,0
Asia,2021/6/9,0
Asia,2021/6/10,0
Asia,2021/6/11,0
Asia,2021/6/12,0
Asia,2021/6/13,0
Asia,2021/6/14,0
Asia,2021/6/15,0
Asia,2021/6/16,0
Asia,2021/6/17,0
Asia,2021/6/18,0
Asia,2021/6/19,0
Asia,2021/6/20,0
Asia,2021/6/21,0
Asia,2021/6/22,0
Asia,2021/6/23,0
Asia,2021/6/24,0
Asia,2021/6/25,0
Asia,2021/6/26,0
Asia,2021/6/27,0
Asia,2021/6/28,0
Asia,2021/6/29,0
Asia,2021/6/30,0.01
Asia,2021/7/1,0.01
Asia,2021/7/2,0.02
Asia,2021/7/3,0.02
Asia,2021/7/4,0.03
Asia,2021/7/5,0.04
Asia,2021/7/6,0.05
Asia,2021/7/7,0.05
Asia,2021/7/8,0.06
Asia,2021/7/9,0.06
Asia,2021/7/10,0.06
Asia,2021/7/11,0.06
Asia,2021/7/12,0.07
Asia,2021/7/13,0.07
Asia,2021/7/14,0.07
Asia,2021/7/15,0.11
Asia,2021/7/16,0.12
Asia,2021/7/17,0.12
Asia,2021/7/18,0.12
Asia,2021/7/19,0.12
Asia,2021/7/20,0.12
Asia,2021/7/21,0.12
Asia,2021/7/22,0.12
Asia,2021/7/23,0.12
Asia,2021/7/24,0.12
Asia,2021/7/25,0.13
Asia,2021/7/26,0.13
Asia,2021/7/27,0.13
Asia,2021/7/28,0.14
Asia,2021/7/29,0.14
Asia,2021/7/30,0.15
Asia,2021/7/31,0.15
Asia,2021/8/1,0.15
Asia,2021/8/2,0.15
Asia,2021/8/3,0.16
Asia,2021/8/4,0.16
Asia,2021/8/5,0.16
Asia,2021/8/6,0.17
Asia,2021/8/7,0.17
Asia,2021/8/8,0.17
Asia,2021/8/9,0.18
Asia,2021/8/10,0.19
Asia,2021/8/11,0.2
Asia,2021/8/12,0.21
Asia,2021/8/13,0.21
Asia,2021/8/14,0.21
Asia,2021/8/15,0.22
Asia,2021/8/16,0.22
Asia,2021/8/17,0.23
Asia,2021/8/18,0.24
Asia,2021/8/19,0.25
Asia,2021/8/20,0.25
Asia,2021/8/21,0.26
Asia,2021/8/22,0.26
Asia,2021/8/23,0.27
Asia,2021/8/24,0.27
Asia,2021/8/25,0.28
Asia,2021/8/26,0.28
Asia,2021/8/27,0.29
Asia,2021/8/28,0.29
Asia,2021/8/29,0.29
Asia,2021/8/30,0.3
Asia,2021/8/31,0.3
Asia,2021/9/1,0.31
Asia,2021/9/2,0.31
Asia,2021/9/3,0.32
Asia,2021/9/4,0.32
Asia,2021/9/5,0.32
Asia,2021/9/6,0.33
Asia,2021/9/7,0.33
Asia,2021/9/8,0.33
Asia,2021/9/9,0.34
Asia,2021/9/10,0.34
Asia,2021/9/11,0.34
Asia,2021/9/12,0.35
Asia,2021/9/13,0.35
Asia,2021/9/14,0.35
Asia,2021/9/15,0.36
Asia,2021/9/16,0.36
Asia,2021/9/17,0.36
Asia,2021/9/18,0.37
Asia,2021/9/19,0.37
Asia,2021/9/20,0.37
Asia,2021/9/21,0.37
Asia,2021/9/22,0.38
Asia,2021/9/23,0.38
Asia,2021/9/24,0.38
Asia,2021/9/25,0.38
Asia,2021/9/26,0.39
Asia,2021/9/27,0.39
Asia,2021/9/28,0.39
Asia,2021/9/29,0.39
Asia,2021/9/30,0.4
Asia,2021/10/1,0.4
Asia,2021/10/2,0.4
Asia,2021/10/3,0.41
Asia,2021/10/4,0.41
Asia,2021/10/5,0.43
Asia,2021/10/6,0.44
Asia,2021/10/7,0.44
Asia,2021/10/8,0.44
Asia,2021/10/9,0.45
Asia,2021/10/10,0.45
Asia,2021/10/11,0.45
Asia,2021/10/12,0.46
Asia,2021/10/13,0.46
Asia,2021/10/14,0.46
Asia,2021/10/15,0.47
Asia,2021/10/16,0.47
Asia,2021/10/17,0.47
Asia,2021/10/18,0.48
Asia,2021/10/19,0.48
Asia,2021/10/20,0.48
Asia,2021/10/21,0.49
Asia,2021/10/22,0.49
Asia,2021/10/23,0.49
Asia,2021/10/24,0.5
Asia,2021/10/25,0.5
Asia,2021/10/26,0.5
Asia,2021/10/27,0.51
Asia,2021/10/28,0.51
Asia,2021/10/29,0.52
Asia,2021/10/30,0.52
Asia,2021/10/31,0.52
Asia,2021/11/1,0.53
Asia,2021/11/2,0.54
Asia,2021/11/3,0.54
Asia,2021/11/4,0.55
Asia,2021/11/5,1.36
Asia,2021/11/6,1.36
Asia,2021/11/7,1.36
Asia,2021/11/8,1.38
Asia,2021/11/9,1.39
Asia,2021/11/10,1.4
Asia,2021/11/11,1.41
Asia,2021/11/12,1.66
Asia,2021/11/13,1.67
Asia,2021/11/14,1.67
Asia,2021/11/15,1.68
Asia,2021/11/16,1.69
Asia,2021/11/17,1.69
Asia,2021/11/18,1.7
Asia,2021/11/19,2.06
Asia,2021/11/20,2.06
Asia,2021/11/21,2.07
Asia,2021/11/22,2.08
Asia,2021/11/23,2.09
Asia,2021/11/24,2.1
Asia,2021/11/25,2.11
Asia,2021/11/26,2.12
Asia,2021/11/27,2.13
Asia,2021/11/28,2.14
Asia,2021/11/29,2.15
Asia,2021/11/30,2.16
Asia,2021/12/1,2.18
Asia,2021/12/2,2.19
Asia,2021/12/3,2.85
Asia,2021/12/4,2.86
Asia,2021/12/5,2.88
Asia,2021/12/6,2.89
Asia,2021/12/7,2.91
Asia,2021/12/8,2.92
Asia,2021/12/9,2.97
Asia,2021/12/10,3.51
Asia,2021/12/11,3.52
Asia,2021/12/12,3.53
Asia,2021/12/13,3.56
Asia,2021/12/14,3.59
Asia,2021/12/15,3.64
Asia,2021/12/16,3.69
Asia,2021/12/17,3.74
Asia,2021/12/18,3.78
Asia,2021/12/19,3.85
Asia,2021/12/20,3.9
Asia,2021/12/21,3.97
Asia,2021/12/22,4.02
Asia,2021/12/23,4.07
Asia,2021/12/24,4.12
Asia,2021/12/25,4.14
Asia,2021/12/26,4.16
Asia,2021/12/27,4.22
Asia,2021/12/28,4.27
Asia,2021/12/29,4.31
Asia,2021/12/30,4.36
Asia,2021/12/31,4.39
Asia,2022/1/1,4.4
Asia,2022/1/2,4.42
Asia,2022/1/3,4.46
Asia,2022/1/4,4.49
Asia,2022/1/5,4.55
Asia,2022/1/6,9.06
Asia,2022/1/7,9.11
Asia,2022/1/8,9.15
Asia,2022/1/9,9.18
Asia,2022/1/10,9.23
Asia,2022/1/11,9.28
Asia,2022/1/12,9.33
Asia,2022/1/13,9.62
Asia,2022/1/14,9.7
Asia,2022/1/15,9.75
Asia,2022/1/16,9.8
